onset	duration	sample_start	trial_type	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	status	status_description
178.297291666667	0.0002	855828	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
182.615416666667	0.0002	876555	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
187.221458333333	0.0002	898664	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
190.675833333333	0.0002	915245	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
193.666666666667	0.0002	929601	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
198.080833333333	0.0002	950789	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
200.8475	0.0002	964069	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
203.902291666667	0.0002	978732	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
206.205208333333	0.0002	989786	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
208.652291666667	0.0002	1001532	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
212.378541666667	0.0002	1019418	electrical_stimulation	biphasic	RO1-RO2	19-20	6.0 mA	good	n/a
228.147083333333	0.0002	1095107	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
232.289375	0.0002	1114990	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
236.607291666667	0.0002	1135716	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
241.213333333333	0.0002	1157825	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
244.68375	0.0002	1174483	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
247.658541666667	0.0002	1188762	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
252.0725	0.0002	1209949	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
254.823333333333	0.0002	1223153	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
257.877916666667	0.0002	1237815	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
260.181041666667	0.0002	1248870	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
262.612083333333	0.0002	1260539	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
266.354375	0.0002	1278502	electrical_stimulation	biphasic	RO3-RO4	21-22	6.0 mA	good	n/a
282.155833333333	0.0002	1354349	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
286.298125	0.0002	1374232	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
290.61625	0.0002	1394959	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
295.222291666667	0.0002	1417068	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
298.692708333333	0.0002	1433726	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
301.6675	0.0002	1448005	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
306.081666666667	0.0002	1469193	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
308.8325	0.0002	1482397	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
311.887083333333	0.0002	1497059	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
314.190208333333	0.0002	1508114	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
316.62125	0.0002	1519783	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
320.363541666667	0.0002	1537746	electrical_stimulation	biphasic	RAS1-RAS2	34-35	6.0 mA	good	n/a
336.14875	0.0002	1613515	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
340.290833333333	0.0002	1633397	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
344.609166666667	0.0002	1654125	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
349.215208333333	0.0002	1676234	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
352.685833333333	0.0002	1692893	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
355.660625	0.0002	1707172	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
360.074791666667	0.0002	1728360	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
362.825625	0.0002	1741564	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
365.880208333333	0.0002	1756226	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
368.183333333333	0.0002	1767281	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
370.630208333333	0.0002	1779026	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
374.356666666667	0.0002	1796913	electrical_stimulation	biphasic	RAS3-RAS4	36-37	6.0 mA	good	n/a
